,psraid,int_date,area,tz,cregion,state,fips,msa,usr,usr1,strata,lang,sample,form,samptype,spouse,qs1,qs2,qs3a,qs3b,sex,marital,m2,m3,m4,lwp2,lwp3,kids,k2,k3,mom,dad,e3,q1,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q6,q7f1,q8f2,q11,q12,q14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,q16,q17,q20,q20vb,q20_1,q20_2,q20_3,q23,q23vb,q23_1,q23_2,q23_3,q24,q27,q28,q29,q30f1,q31f2,q32,q33,q34,q35,q36,q36vb,q36_1,q36_2,q36_3,q37,q38,q39,q40,q41,q41vb,q41_1,q41_2,q41_3,q42,q43,q44f1,q45,q46f2,q47,net1,net2,e1,e2,ideal,e5,fam1,fam2,fam3,fam4,k4,k5,ownrent,citizen,usborn1a,usborn1b,usborn2,age,educ,hisp,race,relig,chr,born,attend,income,regist,regicert,party,partyln,ideo,pvote04a,milnow,veteran,contact,name,website,usbrn1bo,raceos,religos,q2cnt,recage2,recage3,q3new,gen,netsum,milvet,military,density3,rbcounty,receduc,racethn,weight
340,613,21807,828,e,3,37,37021,11700,U,1,2,1,2,1,1,2,NA,NA,NA,NA,2,1,NA,1,1,1,2,3,NA,2,2,2,1,1,10,NA,NA,10,8,NA,NA,8,8,4,3,1,3,3,2,1,1,1,3,1,1,NA,2,3,1,1,2,1,2,1,1,2,2,2,2,2,1,B/C OF PREVIOUS MARRIAGE...I SD FORGET THAT...,98,NA,NA,1,"I WAS ONLY 18 THEN, I DIDN''T WANT TO GET MARRIED",14,NA,NA,2,NA,NA,NA,26,NA,3,3,1,3,1,"IN MOST FAMILIES THE MOTHER AND FATHER BOTH HAVE TO WORK, SO THEY (PARENTS) DON''T HAVE MUCH TIME",18,15,NA,7,2,2,2,1,MARRIAGE IS LESS IMPORTANT THAN IT USE TO BE,15,NA,NA,4,3,1,1,NA,1,1,1,3,3,2,1,1,1,2,3,NA,NA,1,1,1,NA,1,54,6,2,1,1,NA,2,2,6,1,1,2,NA,5,1,7,7,1,1,2,                                ,                                ,                                ,2,3,2,4,3,1,2,99,3,4,4,1,8.375
341,614,21807,252,e,3,37,37181,0,R,3,3,1,3,2,1,NA,NA,NA,NA,NA,1,3,NA,2,NA,2,NA,3,NA,2,2,2,3,1,NA,NA,NA,10,NA,NA,NA,8,5,NA,2,2,2,2,2,2,3,3,3,1,NA,1,1,1,2,1,1,1,1,3,1,1,1,1,2,2,1,WE WERE IN LOVE,16,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,21,3,3,3,3,1,MAKING THEM UNDERSTAND WHATS GOING ON IN THE WORLD,39,NA,NA,8,2,2,1,9,                                ,99,NA,NA,3,3,NA,3,3,9,2,2,1,3,3,NA,1,1,2,3,NA,NA,3,1,1,NA,1,71,3,2,1,1,NA,2,4,4,1,1,2,NA,2,1,7,1,2,NA,2,                                ,                                ,                                ,1,4,2,4,3,2,1,2,2,2,2,1,2.625
342,619,21807,203,e,1,9,9009,35300,U,1,2,1,1,1,1,NA,NA,NA,NA,NA,2,5,NA,1,2,2,NA,3,NA,1,2,2,3,2,NA,NA,NA,10,NA,NA,NA,8,99,NA,2,1,2,2,9,9,1,9,2,1,2,NA,4,9,9,9,3,9,9,9,1,9,9,9,1,9,1,MUCH BETTER TO GET MARRIED,21,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,99,NA,9,2,9,2,9,                                ,99,NA,NA,99,3,3,1,1,DEPENDS ON THE INCOME OF FATHER,98,NA,NA,1,1,9,9,NA,1,2,9,1,3,1,NA,1,1,2,1,NA,NA,3,1,2,14,2,95,6,2,1,3,NA,NA,4,1,1,1,2,NA,9,1,7,7,2,NA,2,                                ,                                ,                                ,1,4,2,4,1,9,2,99,4,1,4,1,7.875
343,620,21807,212,e,1,36,36061,35620,U,1,7,1,4,2,1,NA,NA,NA,NA,NA,2,4,NA,1,2,1,NA,4,1,2,2,1,1,2,NA,NA,10,10,5,NA,10,6,4,3,3,1,2,2,3,2,2,1,3,1,NA,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,BECAUSE I WAS IN LOVE AND I THOUGHT I WOULD BE HAPPIER MARRIED,16,21,NA,1,WE DIDNT LIVE TOGETHER BEFORE WE GOT MARRIED,98,NA,NA,2,NA,NA,NA,NA,32,2,2,2,2,1,ITS HARDER THAT IT WAS YEARS AGO BECAUSE ITS HARDER TO GET A JOB AND MAKE MONEY,98,NA,NA,9,1,1,2,1,YOUNGER WOMEN ARE HAVING CHILDREN NOW-IF THEY WERE SMARTER THEY WOULDNT BE,20,29,NA,3,4,NA,4,4,4,2,2,3,3,1,NA,4,3,1,NA,17,NA,2,1,1,NA,2,47,2,2,2,2,NA,2,5,2,1,1,2,NA,3,1,7,7,1,1,1,                                ,                                ,                                ,3,2,1,3,2,2,2,99,5,1,1,2,1.9375
344,622,21807,773,c,2,17,17031,16980,U,1,2,1,6,2,2,NA,1,NA,NA,NA,1,2,2,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,10,NA,NA,7,9,9,9,8,2,3,3,3,3,1,1,1,1,3,2,NA,1,3,2,1,2,2,2,1,2,1,1,1,1,1,2,NA,                                ,NA,NA,NA,1,BECAUSE I CANT GET MARRIED,27,NA,NA,1,NA,1,1,NA,30,2,2,1,2,1,WORRYING ABOUT THEIR SAFETY,31,NA,NA,NA,2,2,1,1,PEOPLE NOT BEING OPEN ABOUT SEXUALITY,98,NA,NA,3,3,NA,1,1,2,1,1,3,3,2,NA,1,1,2,2,NA,NA,1,1,1,NA,1,32,7,2,1,2,NA,2,5,7,1,1,3,2,4,1,7,7,1,1,1,                                ,                                ,                                ,4,2,1,2,3,1,2,99,5,1,4,1,8.0625
345,624,21807,773,c,2,17,17031,16980,U,1,6,1,3,2,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,2,NA,1,NA,NA,1,1,1,2,NA,NA,NA,NA,10,10,10,8,8,6,2,3,1,2,2,2,3,3,2,1,NA,2,1,1,1,1,1,2,1,3,2,2,2,1,9,1,1,I BELIEVE IN THE COVENTANT OF MARRIAGE I BELIEVE IN THE COVENANT OF MARRIAGE,13,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,28,2,3,2,3,1,"IT WOULD BE I THINK IT IS LACK OF QUALITY TIME , I THINK THE OMITTANCE OF JUST SITTING DOWN & HAVING DINNER TOGHETHER ESPECIALLY SINGLE PARENT HOUSEHOLDS WERE THEY WORK EXCESSIVELY AND THEY ARE JUST NOT PHYSICALLY AND MENTALLY PRESENT IN THE HOUSE HOLD HO",15,16,20,NA,2,3,1,1,IT IS I THINK IT IS A MORE A MON''S UNDER 19 IT IS A DESIRE TO FEEL LOVE WITHOUT THE RELIZATION OF RESPONSIBILITY OF PRODUCTING THE CHILD TO GIVE THAT LOVE ALSO THE LACK OF VALUE FOR THEIR BODY -- THEIR TEMPLE AND FOR THOSE WOMEN WHO ARE PROFESSIONAL LACK,20,22,34,1,2,NA,4,2,9,1,1,3,2,2,NA,2,1,1,1,NA,NA,2,1,1,NA,1,48,5,2,2,1,NA,1,1,3,1,1,3,9,2,1,7,7,1,1,1,                                ,                                ,                                ,3,2,1,6,3,1,2,99,5,1,3,2,2.0625
346,625,21807,913,c,2,20,20091,28140,S,2,1,1,4,1,1,2,NA,NA,NA,NA,2,1,NA,1,1,2,NA,3,NA,2,2,2,3,9,8,NA,NA,8,NA,NA,NA,8,10,NA,2,3,3,2,2,2,1,1,2,1,1,NA,1,4,1,1,1,1,2,2,1,2,3,2,1,1,1,THAT IS WHAT I WANTED TO DO AND HAVE A FAMILY,21,20,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,22,NA,1,2,2,2,1,"OUTSIDE INFLUENCES, THE MEDIA, TV AND SOCIAL PRESSURES",34,36,NA,7,3,2,1,1,HARD ENOUGH FOR HUSBAND AND WIFE BUT TO BE A SINGLE PARENT IS TOO MUCH RESPONSIBILITY AND TOO MUCH PRESSURE AND TOO HARD AND THE CHILD DOESNT GET ENOUGH ATTENTION AND NOT ENOUGH OF EVERYTHING,32,25,NA,1,2,4,4,NA,4,1,1,3,3,2,3,1,1,2,1,NA,NA,1,1,1,NA,1,66,3,2,1,1,NA,1,3,6,1,1,4,1,3,1,7,2,2,NA,1,                                ,                                ,                                ,1,4,2,9,3,1,1,3,4,5,2,1,12.5625
347,626,21807,512,c,3,48,48453,12420,U,1,5,1,1,2,1,NA,NA,NA,NA,NA,2,6,NA,NA,NA,2,NA,1,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,8,1,10,10,8,1,1,1,1,1,1,1,1,1,2,NA,1,4,4,1,1,2,3,1,2,2,1,3,2,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,NA,35,3,1,1,1,1,LEVEL OF EDUCATION PROVIDED IIN PUBLIC SCHOOLS,14,NA,NA,NA,1,2,3,1,NOT AS MUCH SOCIATAL PRESSURE TO GET MARRIED  MORE SOCIALLY ACCEPTABLE TO HAVE CHILDREN THAN IN THE PAST,17,NA,NA,4,4,NA,1,1,1,1,1,3,1,1,NA,1,1,1,1,NA,NA,2,1,1,NA,1,30,7,2,1,8,NA,NA,4,3,1,1,2,NA,5,1,7,7,1,1,1,                                ,                                ,                                ,2,2,1,8,3,1,2,99,4,4,4,1,4.5625
348,628,21807,254,c,3,48,48309,47380,U,1,4,1,1,2,1,2,NA,NA,NA,NA,2,1,NA,1,1,2,NA,1,NA,NA,2,2,1,1,10,NA,NA,NA,10,NA,NA,10,10,1,9,2,2,2,3,3,3,3,3,1,NA,1,3,3,1,1,1,3,1,3,1,1,1,1,1,2,1,BECAUSE THATS THE RIGHT THING TODO THATS THE WAYS HE WAS RAISED,14,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,25,2,3,3,3,1,DRUGA,29,NA,NA,NA,2,2,1,9,                                ,99,NA,NA,1,3,NA,4,1,3,2,2,3,3,3,1,1,1,2,1,NA,NA,1,1,1,NA,1,59,2,2,1,1,NA,2,4,3,1,1,2,NA,4,1,7,7,1,1,2,                                ,                                ,                                ,4,3,2,1,3,2,2,99,2,5,1,1,3.0625
349,630,21807,601,c,3,28,28049,27140,U,1,6,1,1,2,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,3,4,2,2,2,2,1,1,10,NA,10,10,8,NA,NA,10,10,3,3,3,1,3,3,3,3,1,3,2,NA,2,2,2,1,1,1,3,2,3,1,2,2,2,2,2,1,I WAS READY TO SETTLE...COMFORTABLE,21,NA,NA,1,TO GET TO KNOW THE PERSON,13,NA,NA,1,NA,NA,NA,NA,21,2,2,3,2,1,"SPENDING TIME WITH YOUR KIDS, GETTING TO KNOW YOUR KIDS",15,39,NA,9,1,1,2,1,"THEY DON''T WANT TO BE MARRIED, WANT TO RAISE CHILDREN ON THEIR OWN",15,NA,NA,2,3,NA,4,4,3,1,1,3,3,1,1,2,3,2,1,16,NA,1,1,1,NA,1,52,6,2,2,1,NA,2,2,6,1,1,2,NA,2,1,7,1,2,NA,2,                                ,                                ,                                ,5,3,2,3,3,1,1,2,2,2,4,2,1.5
350,632,21807,512,c,3,48,48453,12420,U,1,4,1,4,2,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,2,NA,3,NA,2,2,2,3,1,NA,NA,NA,10,NA,NA,NA,10,9,4,3,3,3,2,2,2,1,1,2,1,NA,1,1,1,1,1,1,1,2,2,1,1,1,1,2,9,1,THATS WHAT THE BIBLE TELL YOU TO DO,13,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,25,2,2,3,2,1,"DRUGS, ALOCHOLHIC DRINKS. TRYING TO KEEP YOUR CHILDREN SAFE & ON THE RIGHT PATH",29,31,33,9,3,1,1,1,"WHAT KIDS ARE THROWN INTO THESE DAYS. WHAT KIDS THINK IS ALRIGHT, THEY ARE GETTING THE WRONG KIND OF LEADERSHIP.",25,NA,NA,2,1,NA,3,4,4,2,2,1,3,3,NA,1,1,2,2,NA,NA,2,1,1,NA,1,89,3,2,1,4,NA,2,2,3,1,1,3,2,3,1,7,7,2,NA,1,                                ,                                ,                                ,3,4,2,4,3,2,2,99,4,4,2,1,2.25
351,635,21807,205,c,3,1,1117,13820,S,2,1,1,3,1,1,1,NA,NA,NA,NA,1,1,NA,1,1,2,NA,3,NA,2,2,2,1,1,10,NA,NA,10,8,NA,NA,8,8,1,2,2,2,2,2,2,2,1,2,1,1,NA,1,1,1,1,1,1,2,2,1,2,1,2,1,3,1,RELIGIOUS REASONS AND IT WAS UNEXCEPTABLE AT THAT TIME,13,12,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,3,2,3,3,1,I THINK THE VIEWS OF SOCIETY IS TO EXEPTIBILITY AND HAVE CHANGED,34,NA,NA,8,3,3,1,1,SOCIATAL VIEWS IN OTHER WORDS ITS TOO EXCEPTED,17,NA,NA,2,2,3,4,NA,4,1,1,3,3,1,3,1,1,2,1,NA,NA,1,1,1,NA,1,69,6,2,1,1,NA,1,2,9,1,1,1,NA,1,1,7,1,1,1,1,                                ,                                ,                                ,2,4,2,1,3,1,1,2,2,5,4,1,5.9375
352,637,21807,205,c,3,1,1073,13820,U,1,1,1,2,1,1,1,NA,NA,NA,NA,1,1,NA,2,NA,2,NA,2,1,NA,2,2,1,1,10,NA,10,NA,7,NA,NA,10,10,1,1,1,3,2,2,2,2,1,2,1,1,NA,1,1,2,1,1,1,1,3,1,1,2,1,2,2,1,BECAUSE I DONT BELIEVE IN JUST LIVING TOGTHER BUT TO JUST TO BE MARRIED,15,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,2,1,2,3,1,FINIANCE,15,NA,NA,9,1,1,1,1,KIDS GROWING UP WITHOUT BOTH PARENTS,32,NA,NA,1,2,4,3,NA,3,1,1,3,3,1,1,2,1,2,1,1,2,1,1,1,NA,1,36,5,2,2,1,NA,1,4,7,1,1,2,NA,2,1,1,7,1,1,2,                                ,                                ,                                ,4,2,1,1,3,1,1,1,3,3,3,2,11.75
353,638,21807,225,c,3,22,22077,12940,S,2,3,1,1,2,1,2,NA,NA,NA,NA,2,1,NA,1,1,1,1,3,NA,2,1,2,3,1,10,NA,NA,10,NA,10,NA,10,5,99,3,2,2,3,3,2,3,1,3,2,NA,1,2,2,9,1,2,1,2,2,1,1,2,2,2,2,1,I WANTED A KID AND WANTED TO BE MARRIED,20,NA,NA,1,WANTED A KID AND WANTED TO BE MARRIED.,98,NA,NA,2,NA,NA,NA,NA,26,3,3,3,3,1,SCHOOLING,14,NA,NA,10,1,1,1,1,SOME OF THEM JUST DONT CARE. THEY THINK ABOUT THEMSELVES AND HAVE THEIR FUN,29,NA,NA,4,3,NA,2,4,2,1,2,3,3,9,1,1,1,2,1,NA,NA,1,1,1,NA,1,53,3,2,1,2,NA,2,4,10,1,1,3,9,4,1,7,7,1,1,2,                                ,                                ,                                ,4,3,2,99,3,1,2,99,1,2,2,1,3.6875
354,642,21807,414,c,2,55,55079,33340,U,1,3,1,1,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,2,1,NA,1,2,2,1,10,NA,10,NA,10,10,NA,9,10,1,3,3,3,2,2,2,1,1,2,1,NA,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,BECAUSE THATS WHAT YOU DO,23,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,32,2,2,1,3,1,THEIR SAFETY,31,NA,NA,10,2,2,1,1,MEN ARENT STEPPING UP TO THE PLATE,13,NA,NA,3,2,NA,3,3,3,1,1,3,3,2,1,1,1,1,3,9,2,1,1,1,NA,2,42,5,2,1,1,NA,2,2,7,1,1,2,NA,2,1,7,7,1,1,1,                                ,                                ,                                ,6,2,1,1,2,1,2,99,5,1,3,1,6.8125
355,643,21807,931,c,3,47,47051,0,R,3,1,1,2,1,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,2,1,NA,1,1,1,1,10,NA,10,NA,8,10,10,8,5,99,2,3,3,2,2,2,3,1,2,2,1,NA,3,2,3,1,2,1,2,3,1,2,2,2,1,3,1,REGLIOUS BELIFES,13,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,15,NA,2,3,1,2,1,"KEEPING THEM AWAY FROM WORLDLY THINGS, BUT LETTING THEM BE KIDS",34,NA,NA,8,3,3,1,1,LAX ATTITUDE OF AMERICANS,18,NA,NA,1,9,4,4,NA,3,1,1,3,3,3,1,1,1,2,1,0,2,1,1,1,NA,1,26,6,2,1,1,NA,1,1,10,1,1,3,9,2,1,7,2,2,NA,1,                                ,                                ,                                ,4,1,1,99,3,1,1,3,1,2,4,1,15.375
356,644,21807,913,c,2,20,20091,28140,S,2,1,1,1,2,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,1,3,9,NA,NA,NA,NA,NA,9,9,9,9,99,9,3,3,2,2,2,3,3,2,1,NA,1,9,9,3,1,3,1,3,9,9,9,3,9,1,1,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,9,NA,3,NA,30,9,9,9,9,1,KEEP MAKING THEM MORAL,11,NA,NA,NA,9,9,1,1,PPL ARE LESS RELIGOUS THEN THEY USED TOBE,18,NA,NA,1,1,NA,3,9,9,1,1,3,9,1,NA,1,1,2,9,NA,NA,1,1,1,NA,1,19,3,2,1,2,NA,2,2,10,1,1,3,1,9,2,7,7,2,NA,1,                                ,                                ,                                ,4,1,1,99,3,1,2,99,4,5,2,1,19.13
357,648,22107,903,c,3,48,48365,0,R,3,2,1,4,2,1,1,NA,NA,NA,NA,1,1,NA,2,NA,2,NA,4,1,2,1,1,3,2,99,NA,10,10,NA,10,10,8,8,99,2,2,2,2,2,2,2,2,2,1,NA,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,YOU DID NOT HAVE SEX OUTSIDE MARRIAGE,14,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,24,2,2,2,2,1,MEDIA INFLUENCE,36,NA,NA,0,3,3,1,1,MORAL DECLINE OF OUR COUNTRY,18,NA,NA,1,1,NA,4,4,4,1,1,3,3,3,1,1,1,2,1,11,1,1,1,1,NA,1,51,3,2,1,1,NA,1,1,5,1,1,1,NA,1,1,7,7,1,1,1,                                ,                                ,                                ,4,3,2,99,3,1,2,99,1,5,2,1,12.9375
358,650,21807,352,e,3,12,12053,45300,S,2,1,1,3,2,1,1,NA,NA,NA,NA,1,1,NA,1,2,2,NA,3,NA,2,2,2,3,1,10,NA,NA,7,NA,NA,NA,6,10,1,3,3,3,2,3,2,1,3,2,2,NA,1,4,4,1,1,2,3,2,3,1,2,3,2,2,2,1,BECAUSE I THOUGHT IT WAS IMPORTANT,14,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,28,2,2,2,2,1,INSTILLING MORALITY,11,NA,NA,7,2,2,1,1,DECLINE IN OUR PERSONAL VALUES AND MORALITY,18,NA,NA,3,3,NA,4,2,2,1,1,1,3,3,3,1,1,2,1,NA,NA,1,1,1,NA,1,64,6,2,1,1,NA,1,2,5,1,1,3,1,2,1,7,1,1,1,2,                                ,                                ,                                ,2,3,2,1,3,1,1,2,2,3,4,1,9.125
359,652,21807,308,c,2,31,31175,0,R,3,1,1,3,2,1,1,NA,NA,NA,NA,1,1,NA,2,NA,2,NA,2,1,NA,1,1,1,2,10,NA,10,NA,8,10,10,8,10,99,1,3,3,2,2,3,1,1,2,1,NA,2,2,1,1,1,1,3,1,3,1,1,2,2,1,1,1,MY PARENTS WOULD HAVE KILLED US BOTH RELIGIOUS AND FAMILY BOTH,19,13,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,21,2,2,1,3,1,FINDING ENOUGH TIME TO SPEND TIME WITH THEM,15,NA,NA,9,2,2,1,1,BECAUSE THEY DONT HAVE ENOUGHT TIME OR ENERGY TO DISCIPLIN THEIR CHILD AFTER WORK WITHOUT ANOTHER SPOUSE,32,NA,NA,4,2,NA,4,4,1,1,1,2,3,1,1,1,1,1,2,2,2,1,1,1,NA,1,31,6,2,1,1,NA,2,4,6,1,1,3,2,9,1,7,7,1,1,2,                                ,                                ,                                ,5,2,1,99,3,1,2,99,1,5,4,1,13.375
360,653,21807,318,c,3,22,22017,43340,U,1,6,1,4,1,1,NA,NA,NA,NA,NA,1,3,NA,2,NA,2,NA,3,NA,2,1,2,1,1,NA,NA,NA,10,10,10,NA,10,10,4,2,3,3,2,2,2,1,3,3,1,1,NA,1,1,1,1,1,1,2,2,1,1,3,3,2,2,1,SO THE SON WOULDN''T BE A BASTARD,18,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,27,NA,3,2,1,2,1,KEEPING THEM OUT OF JAIL,33,NA,NA,10,3,2,1,1,LACK OF MARRIAGE...NOT WANTING TO GET MARRIED,15,NA,NA,4,3,9,4,NA,3,1,2,3,3,3,NA,1,1,2,3,NA,NA,1,1,1,NA,2,50,4,2,1,2,NA,2,2,6,1,1,1,NA,2,1,7,7,1,1,2,                                ,                                ,                                ,5,3,2,4,2,1,2,99,2,3,2,1,3.125
361,655,21807,954,e,3,12,12011,33100,S,2,4,1,6,1,2,NA,1,NA,NA,NA,1,5,NA,2,NA,2,NA,2,1,NA,1,1,3,2,NA,NA,10,NA,NA,8,8,8,8,NA,2,2,3,2,2,2,1,3,2,1,9,NA,1,1,2,1,3,1,1,3,1,1,1,1,2,9,1,BECAUSE I LOVED HER AND I WANTED TO SPEND THE REST OF MY LIFE WITH HER AND SHOW HER I WAS VERY COMMITTED TO HER,16,10,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,18,NA,3,3,1,3,1,THEIR TEMPERAMENT - THEIR INDIVIDUALITY - ONCE YOU GET TO A CERTAIN AGE YOU HAVE TO TREAT THEM THAT WAY,98,NA,NA,5,2,1,1,1,BECAUSE YOU NEED TWO PEOPLE TO RAISE A CHILD - THAT IS THE WAY IT WAS DESIGNED FROM THE BEGINNING AND DONT FOOL AROUND WITH NATURE - WHEN SOMETHING IS GOOD DONT GO PLAYING WITH IT - WOMEN ARE SENTIMENTAL CARING AND LOVING AND MEN ARE AGGRESSIVE - OTHERWIS,32,NA,NA,4,1,4,4,NA,2,1,1,1,3,1,NA,1,1,1,1,10,1,1,1,1,NA,2,43,5,1,1,2,NA,2,1,5,1,1,2,NA,4,1,7,1,1,1,1,                                ,                                ,                                ,1,2,1,3,2,1,1,2,4,1,3,3,1
362,658,21807,979,c,3,48,48321,0,R,3,4,1,2,2,1,NA,NA,NA,NA,NA,2,6,NA,NA,NA,1,NA,2,1,NA,1,1,1,2,NA,NA,10,NA,5,10,5,8,9,3,3,3,3,3,2,2,2,3,2,2,NA,1,1,3,1,1,1,1,1,3,1,1,3,3,2,2,NA,                                ,NA,NA,NA,1,WASNT READY TO GET MARRIED,16,NA,NA,1,1,NA,1,NA,28,3,1,2,3,1,THE FINANCIAL SUPPORT,13,NA,NA,8,2,2,2,1,UNPROTECTED SEX,19,NA,NA,1,1,NA,4,4,2,1,2,3,1,2,NA,2,5,NA,1,2,2,2,1,1,NA,1,18,2,2,2,1,1,2,3,1,2,NA,9,9,9,2,7,7,1,1,1,                                ,                                ,CHRISTIANITY,3,1,1,3,3,1,2,99,1,5,1,2,3.6875
363,659,21807,414,c,2,55,55079,33340,U,1,3,1,4,1,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,1,NA,2,2,NA,2,1,1,2,NA,NA,10,NA,10,NA,10,5,8,3,2,1,1,3,2,3,1,1,3,1,2,NA,2,3,1,1,1,1,1,3,1,1,2,2,1,2,NA,                                ,NA,NA,NA,1,IT WASNT THE RIGHT TIME,16,NA,NA,2,1,NA,1,30,NA,2,2,2,2,1,KEEPING KIDS RESPECTFULL,12,NA,NA,6,2,2,1,1,LACK OF EDUCATION,23,NA,NA,1,1,4,9,NA,1,1,1,3,3,1,NA,2,5,NA,1,6,2,2,1,1,NA,1,36,3,2,2,1,NA,1,5,4,1,1,3,2,3,1,7,7,1,1,2,                                ,                                ,                                ,3,2,1,3,3,1,2,99,5,1,2,2,6.6875
364,660,21807,770,e,3,13,13063,12060,S,2,3,1,4,2,1,NA,NA,NA,NA,NA,2,6,NA,NA,NA,1,NA,3,NA,1,2,2,3,2,NA,NA,NA,10,NA,NA,NA,10,10,4,1,2,2,3,2,1,3,1,3,2,NA,1,4,3,1,1,1,3,1,3,1,2,1,1,2,2,NA,                                ,NA,NA,NA,1,DIDNT KNOW IF WE WERE GOING TO BE TOGETHER FOREVER,12,NA,NA,2,2,NA,2,NA,30,2,2,2,2,1,PROVIDING,98,NA,NA,8,2,2,1,1,MORE PROMISCUIS,11,NA,NA,3,3,NA,1,1,2,1,1,3,3,2,NA,2,5,NA,1,NA,NA,1,1,1,NA,1,56,6,2,2,1,NA,2,5,3,1,1,2,NA,4,1,7,1,1,1,1,                                ,                                ,                                ,3,3,2,4,3,1,1,2,4,1,4,2,3.875
365,661,21807,812,c,2,18,18037,0,R,3,1,1,2,1,1,2,NA,NA,NA,NA,2,1,NA,2,NA,1,1,3,NA,1,1,1,1,1,10,NA,NA,10,7,10,10,8,7,1,3,3,3,3,2,3,1,1,3,1,1,NA,2,2,1,1,3,1,3,3,1,1,2,1,1,2,1,BELIEFS,14,NA,NA,1,CONVENIENT MONEY,17,11,NA,2,NA,NA,NA,25,NA,3,2,3,3,1,TOO MUCH OUTSOURCE,19,NA,NA,8,2,2,1,1,"RAISING THEMSELVES, MOSTLY CHILDREN BECAUSE IT''S ABAD PATTERN, WANT TO HAVE CHILDREN",98,NA,NA,1,1,3,3,NA,2,1,1,2,3,2,1,1,1,2,3,NA,NA,1,1,1,NA,1,47,6,2,1,1,NA,2,1,8,1,1,1,NA,2,1,7,7,1,2,2,                                ,                                ,                                ,4,2,1,1,3,1,2,99,1,5,4,1,8.125
366,662,21807,502,e,3,21,21073,0,R,3,1,1,6,2,2,NA,1,NA,NA,NA,2,2,2,NA,NA,NA,NA,1,NA,NA,1,1,1,2,NA,10,NA,NA,8,10,10,8,8,2,2,3,1,2,2,3,1,1,3,2,NA,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,NA,                                ,NA,NA,NA,1,SAME GENDER,27,NA,NA,2,NA,2,2,NA,29,2,2,3,2,1,THE AGE OF INFO & THERE IS SO MUCH MORE INFLUENCE FOR THEM,36,NA,NA,NA,3,3,2,1,WOMEN ARE NOT AS APT TO MARRY AS THEY USE TO NOT A NECESSITY AS IT USED TO BE,12,15,NA,3,3,NA,2,1,2,1,1,3,3,1,NA,1,1,2,3,NA,NA,1,1,1,NA,1,34,7,2,1,2,NA,2,5,6,1,1,2,NA,4,1,7,7,1,1,1,                                ,                                ,                                ,3,2,1,2,3,1,2,99,2,3,4,1,7.25
